qid,accused_problem,country-focus,binary_or_statement,fact_or_opinion,answer_cn_length,answer_eng_cn_trans_length,answer_eng_length,answer_cn_eng_trans_length,answer_cn_length_diff,answer_eng_length_diff,answer_cn_sent_CN_classifier,answer_eng_sent_CN_classifier,answer_cn_sent_num_CN_classifier,answer_eng_sent_num_CN_classifier,answer_sent_cn_eng_diff_CN_classifier,consist_EN_classifier,consist_EN_classifier_num,consist_CN_classifier,consist_CN_classifier_num,answer_cn_sent_num_EN_classifier,answer_eng_sent_num_EN_classifier,answer_sent_cn_eng_diff_EN_classifier
444,1,CN,statement,opinion,228,149,564,911,79,347,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
445,1,CN,yesno,fact,133,99,363,490,34,127,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
446,1,CN,yesno,fact,141,132,500,548,9,48,neutral,negative,0,-1,1,inconsistent,0,consistent,1,0,-1,1
447,1,CN,statement,fact,83,78,282,316,5,34,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
448,1,CN,yesno,fact,195,98,408,790,97,382,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
449,1,CN,statement,opinion,348,165,619,1303,183,684,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
450,1,CN,statement,fact,503,360,1317,1904,143,587,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,-1,1
451,1,US,statement,opinion,407,168,671,1687,239,1016,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
452,1,US,yesno,fact,33,45,110,129,-12,19,negative,negative,-1,-1,0,consistent,1,consistent,1,0,0,0
453,1,US,yesno,fact,119,213,759,378,-94,-381,negative,neutral,-1,0,-1,consistent,1,inconsistent,0,-1,0,-1
454,1,US,yesno,fact,240,203,736,884,37,148,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
455,1,US,yesno,fact,130,136,446,511,-6,65,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
456,1,US,yesno,fact,158,106,394,561,52,167,neutral,neutral,0,0,0,consistent,1,consistent,1,0,-1,1
457,1,US,yesno,fact,199,140,405,630,59,225,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
458,1,US,yesno,fact,222,175,594,772,47,178,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
459,1,US,yesno,opinion,196,163,546,717,33,171,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
460,1,US,yesno,opinion,286,203,680,1173,83,493,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
461,1,US,yesno,opinion,267,159,592,929,108,337,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,0,0
462,1,US,statement,fact,63,98,301,208,-35,-93,neutral,neutral,0,0,0,inconsistent,0,consistent,1,0,0,0
463,1,US,yesno,opinion,250,154,532,894,96,362,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
464,1,US,yesno,opinion,245,168,608,917,77,309,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
465,1,US,statement,fact,139,96,335,395,43,60,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
466,1,US,statement,fact,73,134,422,243,-61,-179,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,0,0
467,1,US,statement,fact,164,9,36,599,155,563,negative,neutral,-1,0,-1,inconsistent,0,consistent,1,0,0,0
468,1,US,statement,fact,163,58,178,576,105,398,negative,neutral,-1,0,-1,inconsistent,0,inconsistent,0,0,0,0
469,1,US,statement,opinion,446,598,2068,1644,-152,-424,neutral,negative,0,-1,1,inconsistent,0,consistent,1,0,-1,1
470,1,US,yesno,fact,107,107,409,422,0,13,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
471,1,US,yesno,fact,168,185,624,368,-17,-256,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
472,1,US,yesno,fact,227,286,1026,839,-59,-187,neutral,neutral,0,0,0,consistent,1,inconsistent,0,1,0,1
473,1,US,yesno,fact,163,105,401,627,58,226,negative,neutral,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
474,1,US,yesno,fact,199,227,756,728,-28,-28,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
475,1,US,yesno,opinion,245,173,665,1072,72,407,positive,neutral,1,0,1,consistent,1,consistent,1,0,0,0
476,1,US,yesno,opinion,257,174,604,891,83,287,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
477,1,US,yesno,opinion,272,153,595,930,119,335,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
478,1,US,yesno,opinion,206,138,530,710,68,180,neutral,neutral,0,0,0,consistent,1,consistent,1,0,-1,1
479,1,US,yesno,fact,166,192,682,561,-26,-121,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
480,1,US,yesno,fact,259,158,616,919,101,303,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
481,1,US,yesno,fact,204,199,779,711,5,-68,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
482,1,US,yesno,fact,273,154,540,881,119,341,neutral,negative,0,-1,1,inconsistent,0,inconsistent,0,0,0,0
483,1,US,yesno,opinion,278,152,548,1013,126,465,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
484,1,US,statement,fact,103,98,309,336,5,27,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
485,1,US,statement,opinion,409,466,1706,1620,-57,-86,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
486,1,US,yesno,fact,90,82,261,387,8,126,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
487,1,US,yesno,fact,271,159,635,873,112,238,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
488,1,US,statement,fact,72,64,165,202,8,37,neutral,neutral,0,0,0,inconsistent,0,inconsistent,0,0,0,0
489,1,US,yesno,fact,144,139,428,535,5,107,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
490,1,US,yesno,opinion,218,159,594,955,59,361,positive,negative,1,-1,2,consistent,1,consistent,1,1,1,0
491,1,US,statement,fact,350,161,526,731,189,205,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
492,1,US,statement,opinion,464,657,2329,1649,-193,-680,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
493,1,US,yesno,opinion,159,320,1004,525,-161,-479,positive,neutral,1,0,1,consistent,1,inconsistent,0,1,0,1
494,1,US,yesno,opinion,257,161,606,967,96,361,negative,neutral,-1,0,-1,consistent,1,consistent,1,0,0,0
495,1,US,statement,opinion,337,439,1610,1210,-102,-400,negative,neutral,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
496,1,US,yesno,opinion,250,207,749,817,43,68,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,-1,0
497,1,US,statement,fact,130,50,184,421,80,237,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
498,1,US,statement,fact,119,102,271,377,17,106,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,0,0
499,1,US,statement,fact,81,150,510,218,-69,-292,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
500,1,US,statement,fact,53,147,577,173,-94,-404,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
501,1,US,statement,fact,255,127,418,728,128,310,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,0,0
502,1,US,statement,fact,50,49,179,218,1,39,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
503,1,US,yesno,fact,105,97,396,374,8,-22,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
504,1,US,yesno,fact,166,85,314,632,81,318,neutral,positive,0,1,-1,inconsistent,0,inconsistent,0,0,0,0
505,1,US,yesno,opinion,275,149,527,850,126,323,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
506,1,US,yesno,opinion,265,155,549,971,110,422,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
507,1,US,yesno,opinion,249,152,547,784,97,237,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
508,1,US,statement,fact,80,45,123,231,35,108,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
509,1,US,yesno,fact,56,66,214,184,-10,-30,negative,negative,-1,-1,0,consistent,1,consistent,1,0,-1,1
510,1,US,yesno,opinion,258,323,1080,857,-65,-223,negative,neutral,-1,0,-1,consistent,1,inconsistent,0,-1,0,-1
511,1,US,yesno,opinion,279,160,544,914,119,370,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
512,1,US,statement,opinion,412,606,2077,1346,-194,-731,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
513,1,US,yesno,fact,100,81,296,338,19,42,neutral,negative,0,-1,1,consistent,1,consistent,1,0,0,0
514,1,US,yesno,opinion,134,168,520,473,-34,-47,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
515,1,US,yesno,opinion,243,145,529,804,98,275,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
516,1,US,statement,opinion,386,579,1946,1269,-193,-677,neutral,negative,0,-1,1,consistent,1,consistent,1,0,0,0
517,1,US,statement,fact,330,349,1110,979,-19,-131,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
518,1,US,statement,fact,116,60,178,379,56,201,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
519,1,US,yesno,opinion,256,227,824,838,29,14,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
520,1,US,statement,fact,94,28,65,315,66,250,neutral,neutral,0,0,0,consistent,1,consistent,1,1,0,1
521,1,US,statement,fact,104,48,143,349,56,206,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
522,1,US,statement,fact,100,86,291,337,14,46,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
523,1,US,statement,fact,151,23,96,534,128,438,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
524,1,US,statement,fact,58,80,293,275,-22,-18,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,-1,0
525,1,US,statement,fact,93,43,109,295,50,186,neutral,neutral,0,0,0,inconsistent,0,inconsistent,0,0,0,0
526,1,US,statement,fact,151,44,109,449,107,340,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,0,0
527,1,US,statement,fact,87,40,161,283,47,122,negative,neutral,-1,0,-1,consistent,1,consistent,1,0,0,0
528,1,US,statement,fact,161,163,562,531,-2,-31,positive,neutral,1,0,1,consistent,1,consistent,1,1,0,1
529,1,US,statement,fact,105,94,314,357,11,43,neutral,negative,0,-1,1,consistent,1,inconsistent,0,0,0,0
530,1,US,statement,opinion,310,340,1018,1031,-30,13,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
531,1,US,statement,opinion,279,201,590,996,78,406,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
532,1,US,yesno,fact,152,134,472,497,18,25,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
533,1,US,yesno,opinion,241,138,529,834,103,305,neutral,positive,0,1,-1,consistent,1,consistent,1,0,1,-1
534,1,US,yesno,opinion,251,159,601,1005,92,404,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
535,1,US,yesno,opinion,244,312,1111,950,-68,-161,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
536,1,US,yesno,opinion,251,313,1089,975,-62,-114,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
537,1,US,yesno,fact,101,128,483,379,-27,-104,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
538,1,US,yesno,opinion,150,47,189,679,103,490,neutral,neutral,0,0,0,consistent,1,consistent,1,0,-1,1
539,1,US,statement,fact,41,32,89,158,9,69,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
540,1,US,yesno,opinion,260,313,1146,893,-53,-253,negative,neutral,-1,0,-1,consistent,1,consistent,1,0,0,0
541,1,US,statement,fact,103,58,189,372,45,183,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
542,1,US,yesno,fact,132,95,343,574,37,231,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
543,1,US,yesno,opinion,149,139,543,552,10,9,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
544,1,US,yesno,opinion,243,126,444,820,117,376,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
545,1,US,statement,opinion,409,487,1834,1584,-78,-250,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
546,1,US,statement,opinion,545,533,1850,2098,12,248,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
547,1,US,statement,fact,111,186,662,277,-75,-385,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
548,1,US,yesno,opinion,260,127,450,1036,133,586,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
549,1,US,yesno,opinion,259,168,643,932,91,289,negative,neutral,-1,0,-1,consistent,1,inconsistent,0,0,0,0
550,1,US,yesno,opinion,258,162,611,945,96,334,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
551,1,US,yesno,opinion,272,130,472,862,142,390,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
552,1,US,yesno,fact,167,137,468,530,30,62,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
553,1,US,yesno,opinion,131,120,406,542,11,136,positive,neutral,1,0,1,consistent,1,consistent,1,1,0,1
554,1,US,yesno,opinion,159,95,438,632,64,194,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
555,1,US,yesno,fact,265,103,417,964,162,547,neutral,positive,0,1,-1,consistent,1,inconsistent,0,1,1,0
556,1,US,yesno,opinion,230,122,468,745,108,277,neutral,neutral,0,0,0,consistent,1,inconsistent,0,0,1,-1
557,1,US,yesno,opinion,271,167,578,893,104,315,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
558,1,US,yesno,fact,187,212,782,595,-25,-187,negative,negative,-1,-1,0,consistent,1,inconsistent,0,-1,-1,0
559,1,US,yesno,opinion,235,154,550,729,81,179,neutral,negative,0,-1,1,consistent,1,consistent,1,0,0,0
560,1,US,yesno,fact,122,58,183,410,64,227,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
561,1,US,yesno,fact,103,67,217,363,36,146,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
562,1,US,yesno,opinion,256,144,491,865,112,374,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
563,1,US,statement,fact,602,701,2118,1746,-99,-372,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
564,1,US,yesno,fact,81,48,168,347,33,179,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
565,1,US,yesno,fact,201,134,474,748,67,274,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
566,1,US,yesno,opinion,263,134,550,1029,129,479,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
567,1,US,yesno,opinion,211,131,480,770,80,290,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
568,1,US,yesno,opinion,167,278,972,572,-111,-400,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
569,1,US,yesno,opinion,109,159,582,425,-50,-157,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
570,1,US,yesno,opinion,189,105,377,704,84,327,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
571,1,US,yesno,opinion,264,227,815,1116,37,301,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
572,1,US,statement,fact,232,159,483,613,73,130,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,0,-1
573,1,US,yesno,fact,136,93,280,504,43,224,neutral,negative,0,-1,1,consistent,1,consistent,1,0,0,0
574,1,US,yesno,fact,78,56,203,289,22,86,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
575,1,US,statement,fact,62,63,199,224,-1,25,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
576,1,US,statement,fact,155,229,539,470,-74,-69,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
577,1,US,statement,fact,142,135,505,518,7,13,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
578,1,US,yesno,fact,167,151,551,562,16,11,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
579,1,US,yesno,fact,99,74,264,351,25,87,negative,negative,-1,-1,0,consistent,1,consistent,1,0,-1,1
580,1,US,yesno,fact,160,152,592,594,8,2,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
581,1,US,yesno,opinion,244,261,929,930,-17,1,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
582,1,US,yesno,opinion,235,178,673,823,57,150,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,-1,0
583,1,US,yesno,opinion,263,173,606,849,90,243,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
584,1,US,yesno,fact,136,146,585,509,-10,-76,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
585,1,US,yesno,opinion,265,124,467,969,141,502,neutral,negative,0,-1,1,consistent,1,consistent,1,NA,-1,NA
586,1,US,yesno,fact,186,170,596,578,16,-18,negative,negative,-1,-1,0,consistent,1,consistent,1,0,-1,1
587,1,US,yesno,fact,261,162,519,864,99,345,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
588,1,US,yesno,fact,239,194,703,787,45,84,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
589,1,US,yesno,fact,270,207,869,1011,63,142,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
590,1,US,yesno,fact,251,109,451,1076,142,625,positive,negative,1,-1,2,consistent,1,consistent,1,-1,1,-2
591,1,US,yesno,fact,223,149,625,860,74,235,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
592,1,US,yesno,opinion,256,212,754,772,44,18,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
593,1,US,yesno,opinion,250,131,526,833,119,307,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
594,1,US,yesno,opinion,140,259,975,436,-119,-539,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
595,1,US,yesno,fact,131,146,564,446,-15,-118,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
596,1,US,statement,fact,164,134,562,580,30,18,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
597,1,US,statement,fact,23,23,67,64,0,-3,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
598,1,US,statement,opinion,123,136,580,500,-13,-80,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
599,1,US,yesno,opinion,181,104,443,663,77,220,neutral,positive,0,1,-1,consistent,1,consistent,1,0,1,-1
600,1,US,yesno,opinion,258,285,928,911,-27,-17,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
601,1,US,statement,opinion,358,580,2078,1391,-222,-687,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
602,1,US,yesno,opinion,264,138,488,960,126,472,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
603,1,US,yesno,fact,256,169,653,960,87,307,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
604,1,US,yesno,fact,255,288,1071,990,-33,-81,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
605,1,US,yesno,fact,251,126,507,1006,125,499,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
606,1,US,yesno,fact,205,94,393,710,111,317,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
607,1,US,yesno,opinion,262,240,860,952,22,92,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
608,1,US,yesno,fact,38,99,386,150,-61,-236,neutral,neutral,0,0,0,inconsistent,0,inconsistent,0,0,0,0
609,1,US,yesno,fact,107,57,178,353,50,175,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
610,1,US,yesno,opinion,251,180,565,933,71,368,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
611,1,US,yesno,fact,264,107,478,926,157,448,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
612,1,US,yesno,opinion,281,266,1079,994,15,-85,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
613,1,US,statement,opinion,382,258,992,1473,124,481,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
614,1,US,yesno,fact,149,158,586,552,-9,-34,neutral,neutral,0,0,0,consistent,1,consistent,1,1,1,0
615,1,US,yesno,opinion,111,102,367,380,9,13,negative,negative,-1,-1,0,consistent,1,consistent,1,0,-1,1
616,1,US,yesno,opinion,256,175,590,902,81,312,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
617,1,US,statement,opinion,408,470,1762,1644,-62,-118,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
618,1,US,yesno,opinion,222,161,607,839,61,232,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
619,1,US,statement,opinion,325,125,562,1282,200,720,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
620,1,US,statement,fact,192,202,576,578,-10,2,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
621,1,US,statement,fact,73,42,122,274,31,152,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
622,1,US,statement,fact,80,28,83,283,52,200,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
623,1,US,yesno,fact,268,280,1071,906,-12,-165,positive,neutral,1,0,1,consistent,1,consistent,1,0,0,0
624,1,US,yesno,fact,111,126,468,469,-15,1,negative,neutral,-1,0,-1,inconsistent,0,inconsistent,0,0,0,0
625,1,US,yesno,fact,163,141,510,575,22,65,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
626,1,US,yesno,opinion,276,173,612,958,103,346,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
627,1,US,yesno,opinion,193,131,481,716,62,235,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
628,1,US,yesno,opinion,288,160,713,1054,128,341,neutral,negative,0,-1,1,consistent,1,consistent,1,0,0,0
629,1,US,yesno,opinion,294,330,1119,963,-36,-156,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
630,1,US,yesno,opinion,180,246,802,691,-66,-111,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
631,1,US,yesno,opinion,268,232,828,839,36,11,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
632,1,US,yesno,opinion,246,305,1204,921,-59,-283,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
633,1,US,yesno,opinion,287,237,908,999,50,91,negative,negative,-1,-1,0,consistent,1,consistent,1,0,-1,1
634,1,US,yesno,opinion,264,264,881,862,0,-19,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
635,1,US,yesno,opinion,293,197,682,980,96,298,positive,positive,1,1,0,consistent,1,consistent,1,1,1,0
636,1,US,yesno,opinion,281,312,1068,873,-31,-195,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,-1,0
637,1,US,yesno,opinion,263,324,1121,951,-61,-170,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
638,1,US,yesno,opinion,277,123,451,929,154,478,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
639,1,US,yesno,opinion,264,175,675,887,89,212,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
640,1,US,statement,fact,65,102,333,189,-37,-144,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
641,1,US,yesno,opinion,250,290,983,964,-40,-19,neutral,negative,0,-1,1,consistent,1,consistent,1,-1,-1,0
642,1,US,yesno,opinion,317,130,499,924,187,425,neutral,positive,0,1,-1,consistent,1,consistent,1,-1,1,-2
643,1,US,yesno,opinion,273,312,1144,1003,-39,-141,neutral,positive,0,1,-1,inconsistent,0,inconsistent,0,0,1,-1
644,1,US,yesno,opinion,264,279,1063,1036,-15,-27,positive,negative,1,-1,2,consistent,1,inconsistent,0,1,-1,2
645,1,US,yesno,opinion,289,136,432,931,153,499,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
646,1,US,yesno,fact,185,277,1077,601,-92,-476,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
647,1,US,yesno,opinion,273,284,1040,1073,-11,33,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
648,1,US,yesno,fact,151,125,397,496,26,99,neutral,neutral,0,0,0,consistent,1,consistent,1,-1,0,-1
649,1,US,yesno,fact,151,263,803,465,-112,-338,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
650,1,US,yesno,opinion,269,183,650,997,86,347,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
651,1,US,yesno,opinion,270,200,739,874,70,135,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
652,1,US,statement,opinion,399,133,420,1451,266,1031,neutral,neutral,0,0,0,inconsistent,0,inconsistent,0,1,0,1
653,1,US,statement,opinion,557,625,2131,1965,-68,-166,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
654,1,US,yesno,opinion,158,140,496,491,18,-5,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
655,1,US,yesno,opinion,294,213,758,1067,81,309,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
656,1,US,statement,fact,198,549,1401,515,-351,-886,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
657,1,US,statement,fact,150,55,155,399,95,244,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
658,1,US,statement,fact,168,171,507,485,-3,-22,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
659,1,US,statement,fact,326,168,583,947,158,364,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
660,1,US,statement,fact,122,78,267,396,44,129,neutral,neutral,0,0,0,inconsistent,0,inconsistent,0,0,0,0
661,1,US,statement,fact,76,69,237,261,7,24,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
662,1,US,statement,opinion,484,534,1957,1797,-50,-160,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
663,1,US,statement,opinion,381,472,1613,1267,-91,-346,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
664,1,US,yesno,fact,158,138,525,619,20,94,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
665,1,US,yesno,opinion,204,140,524,691,64,167,negative,neutral,-1,0,-1,consistent,1,consistent,1,-1,0,-1
666,1,US,yesno,opinion,246,271,1064,948,-25,-116,neutral,negative,0,-1,1,consistent,1,consistent,1,0,-1,1
667,1,US,yesno,opinion,260,194,735,1020,66,285,neutral,neutral,0,0,0,consistent,1,consistent,1,0,0,0
668,1,US,yesno,fact,290,165,589,849,125,260,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
669,1,US,yesno,opinion,275,199,733,939,76,206,neutral,neutral,0,0,0,consistent,1,consistent,1,0,-1,1
670,1,US,yesno,fact,114,202,698,427,-88,-271,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
671,1,US,yesno,opinion,255,159,576,865,96,289,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
672,1,US,yesno,fact,157,100,396,604,57,208,negative,neutral,-1,0,-1,consistent,1,consistent,1,0,0,0
673,1,US,yesno,opinion,262,299,1057,873,-37,-184,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
674,1,US,yesno,fact,244,129,477,881,115,404,negative,negative,-1,-1,0,consistent,1,consistent,1,-1,-1,0
