qid,country-focus,accused_problem,binary_or_statement,fact_or_opinion,yesno_cn_handcode,yesno_eng_handcode,answer_cn_length,answer_eng_to_cn_length,answer_eng_length,answer_cn_to_eng_length,answer_cn_length_diff,answer_eng_length_diff,yesno_cn_handcode_recode,yesno_eng_handcode_recode,is_consistent,answer_diff,answer_cn_sent,answer_eng_sent,consist_handcode_binary,topic_focus,consist_handcode_binary_num,answer_cn_sent_num_CN_classifier,answer_eng_sent_num_CN_classifier,answer_sent_cn_eng_diff_CN_classifier,consist_EN_classifier,consist_EN_classifier_num,consist_CN_classifier,consist_CN_classifier_num,answer_cn_sent_num_EN_classifier,answer_eng_sent_num_EN_classifier,answer_sent_cn_eng_diff_EN_classifier
301,CN,1,yesno,opinion,not sure,not sure,78,230,915,300,-152,-615,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
302,CN,1,yesno,opinion,probably no,not sure,130,198,798,493,-68,-305,2,3,somewhat consistent,1,negative,positive,consistent,CN,1,-1,1,-2,consistent,1,inconsistent,0,-1,0,-1
303,CN,1,statement,fact,NA,NA,34,91,283,118,-57,-165,NA,NA,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,inconsistent,0,0,0,0
304,CN,1,statement,fact,NA,NA,26,74,268,100,-48,-168,NA,NA,inconsistent,3,negative,neutral,inconsistent,CN,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
305,CN,1,statement,opinion,NA,NA,184,140,558,670,44,112,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
306,CN,1,yesno,fact,yes,yes,187,87,350,790,100,440,5,5,consistent,0,positive,negative,consistent,CN,1,1,-1,2,consistent,1,consistent,1,1,-1,2
307,CN,1,statement,opinion,NA,NA,387,426,1532,1541,-39,9,NA,NA,somewhat consistent,1,negative,positive,consistent,CN,1,-1,1,-2,consistent,1,consistent,1,-1,-1,0
308,CN,1,statement,fact,NA,NA,60,88,259,197,-28,-62,NA,NA,consistent,0,negative,neutral,consistent,CN,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
309,CN,1,statement,fact,NA,NA,116,74,255,395,42,140,NA,NA,consistent,0,negative,neutral,consistent,CN,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
310,CN,1,yesno,fact,not sure,not sure,249,272,958,861,-23,-97,3,3,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,1,-1,2
311,CN,1,statement,fact,NA,NA,30,76,268,89,-46,-179,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,CN,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
312,CN,1,statement,fact,NA,NA,49,63,253,163,-14,-90,NA,NA,somewhat consistent,1,neutral,positive,consistent,CN,1,0,1,-1,inconsistent,0,consistent,1,0,1,-1
313,CN,1,yesno,fact,probably yes,yes,158,110,452,724,48,272,4,5,somewhat consistent,1,positive,negative,consistent,CN,1,1,-1,2,consistent,1,consistent,1,1,-1,2
314,CN,1,yesno,opinion,probably no,probably no,110,135,528,436,-25,-92,2,2,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
315,CN,1,statement,opinion,NA,NA,274,292,1122,989,-18,-133,NA,NA,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
316,CN,1,yesno,opinion,not sure,not sure,82,60,249,293,22,44,3,3,consistent,0,negative,positive,consistent,CN,1,-1,1,-2,consistent,1,consistent,1,0,1,-1
317,CN,1,yesno,opinion,probably yes,yes,178,124,498,665,54,167,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
318,CN,1,yesno,opinion,probably yes,probably no,221,213,806,854,8,48,4,2,somewhat inconsistent,2,negative,positive,inconsistent,CN,0,-1,1,-2,consistent,1,inconsistent,0,0,1,-1
319,CN,1,yesno,opinion,probably yes,probably yes,243,246,969,948,-3,-21,4,4,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
320,CN,1,statement,fact,NA,NA,129,91,354,405,38,51,NA,NA,inconsistent,3,neutral,neutral,inconsistent,CN,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
321,CN,1,statement,fact,NA,NA,75,88,351,261,-13,-90,NA,NA,inconsistent,3,positive,neutral,inconsistent,CN,0,1,0,1,inconsistent,0,inconsistent,0,1,0,1
322,CN,1,statement,fact,NA,NA,124,113,446,489,11,43,NA,NA,somewhat inconsistent,2,negative,neutral,inconsistent,CN,0,-1,0,-1,inconsistent,0,inconsistent,0,-1,0,-1
323,CN,1,yesno,fact,yes,probably no,241,326,1251,867,-85,-384,5,2,inconsistent,3,neutral,neutral,inconsistent,CN,0,0,0,0,inconsistent,0,inconsistent,0,1,-1,2
324,CN,1,statement,opinion,NA,NA,363,687,2457,1241,-324,-1216,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,CN,0,-1,-1,0,consistent,1,inconsistent,0,-1,-1,0
325,CN,1,yesno,fact,probably no,probably no,105,137,509,382,-32,-127,2,2,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,-1,-1,0
326,CN,1,yesno,opinion,probably yes,yes,42,135,559,154,-93,-405,4,5,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
327,CN,1,yesno,opinion,probably yes,probably no,89,166,678,354,-77,-324,4,2,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,inconsistent,0,1,-1,2
328,CN,1,yesno,opinion,no,no,35,160,632,117,-125,-515,1,1,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
329,CN,1,yesno,fact,yes,yes,98,156,614,372,-58,-242,5,5,consistent,0,negative,neutral,consistent,CN,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
330,CN,1,yesno,opinion,probably yes,yes,259,146,594,1027,113,433,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
331,CN,1,statement,opinion,NA,NA,135,346,1333,510,-211,-823,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,CN,0,0,-1,1,consistent,1,inconsistent,0,0,-1,1
332,CN,1,yesno,opinion,not sure,not sure,132,271,1065,477,-139,-588,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
333,CN,1,yesno,opinion,not sure,not sure,148,107,469,558,41,89,3,3,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,0,0
334,CN,1,statement,fact,NA,NA,181,153,570,653,28,83,NA,NA,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
335,CN,1,statement,fact,NA,NA,161,141,504,563,20,59,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
336,CN,1,yesno,opinion,probably yes,yes,34,154,668,104,-120,-564,4,5,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,-1,-1,0
337,CN,1,yesno,fact,yes,yes,37,82,264,158,-45,-106,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
338,CN,1,yesno,opinion,yes,yes,101,95,491,384,6,-107,5,5,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
339,CN,1,yesno,fact,yes,yes,71,138,513,280,-67,-233,5,5,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
340,CN,1,yesno,opinion,not sure,not sure,106,145,472,441,-39,-31,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
341,CN,1,yesno,opinion,not sure,not sure,104,186,587,451,-82,-136,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
342,CN,1,yesno,opinion,not sure,not sure,248,279,926,1007,-31,81,3,3,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,0,0,0
343,CN,1,yesno,opinion,not sure,not sure,163,170,551,601,-7,50,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
344,CN,1,yesno,opinion,not sure,probably yes,256,246,1010,986,10,-24,3,4,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
345,CN,1,yesno,fact,yes,not sure,75,142,588,340,-67,-248,5,3,somewhat inconsistent,2,positive,neutral,inconsistent,CN,0,1,0,1,consistent,1,consistent,1,1,0,1
346,CN,1,yesno,fact,not sure,probably yes,31,123,516,121,-92,-395,3,4,somewhat consistent,1,positive,negative,consistent,CN,1,1,-1,2,consistent,1,consistent,1,1,0,1
347,CN,1,yesno,opinion,probably no,not sure,143,157,603,619,-14,16,2,3,somewhat consistent,1,positive,neutral,consistent,CN,1,1,0,1,consistent,1,consistent,1,1,0,1
348,CN,1,yesno,opinion,no,no,85,93,390,332,-8,-58,1,1,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
349,CN,1,yesno,opinion,not sure,not sure,108,108,440,438,0,-2,3,3,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
350,CN,1,yesno,opinion,not sure,not sure,244,250,1034,882,-6,-152,3,3,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
351,CN,1,yesno,opinion,not sure,probably yes,60,267,1059,213,-207,-846,3,4,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
352,CN,1,yesno,opinion,not sure,probably yes,47,97,394,133,-50,-261,3,4,somewhat consistent,1,neutral,positive,consistent,CN,1,0,1,-1,consistent,1,consistent,1,0,1,-1
353,CN,1,yesno,opinion,not sure,not sure,245,222,903,999,23,96,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
354,CN,1,statement,opinion,NA,NA,159,139,511,596,20,85,NA,NA,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,consistent,1,consistent,1,1,-1,2
355,CN,1,yesno,fact,not sure,not sure,68,83,324,243,-15,-81,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
356,CN,1,yesno,fact,no,no,90,104,406,303,-14,-103,1,1,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
357,CN,1,statement,fact,NA,NA,492,552,2154,1860,-60,-294,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,0,0,0
358,CN,1,statement,fact,NA,NA,457,570,2238,1766,-113,-472,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,CN,0,-1,-1,0,consistent,1,consistent,1,-1,-1,0
359,CN,1,statement,fact,NA,NA,426,477,2011,1564,-51,-447,NA,NA,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
360,CN,1,statement,fact,NA,NA,394,471,1838,1498,-77,-340,NA,NA,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
361,CN,1,statement,fact,NA,NA,176,303,1132,628,-127,-504,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,CN,0,0,0,0,inconsistent,0,inconsistent,0,0,-1,1
362,CN,1,statement,fact,NA,NA,160,158,693,628,2,-65,NA,NA,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
363,CN,1,statement,opinion,NA,NA,525,569,2273,2129,-44,-144,NA,NA,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
364,CN,1,statement,opinion,NA,NA,500,503,1837,1944,-3,107,NA,NA,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
365,CN,1,statement,fact,NA,NA,520,601,2380,2096,-81,-284,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
366,CN,1,statement,fact,NA,NA,408,531,2118,1673,-123,-445,NA,NA,somewhat inconsistent,2,neutral,neutral,inconsistent,CN,0,0,0,0,inconsistent,0,consistent,1,0,0,0
367,CN,1,statement,fact,NA,NA,287,206,803,1162,81,359,NA,NA,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
368,CN,1,statement,fact,NA,NA,156,144,622,688,12,66,NA,NA,consistent,0,positive,neutral,consistent,CN,1,1,0,1,consistent,1,consistent,1,0,0,0
369,CN,1,statement,fact,NA,NA,515,618,2392,2349,-103,-43,NA,NA,somewhat inconsistent,2,positive,neutral,inconsistent,CN,0,1,0,1,inconsistent,0,inconsistent,0,1,0,1
370,CN,1,yesno,opinion,probably yes,yes,94,252,986,372,-158,-614,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
371,CN,1,yesno,opinion,yes,yes,105,180,733,396,-75,-337,5,5,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
372,CN,1,yesno,opinion,yes,yes,90,116,426,358,-26,-68,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
373,CN,1,yesno,opinion,not sure,probably yes,83,144,515,330,-61,-185,3,4,somewhat consistent,1,negative,neutral,consistent,CN,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
374,CN,1,yesno,opinion,not sure,not sure,111,88,437,435,23,-2,3,3,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,1,-1,2
375,CN,1,yesno,opinion,yes,yes,93,144,545,362,-51,-183,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
376,CN,1,yesno,opinion,not sure,not sure,117,160,635,487,-43,-148,3,3,consistent,0,positive,negative,consistent,CN,1,1,-1,2,consistent,1,consistent,1,1,0,1
377,CN,1,yesno,opinion,probably no,no,81,189,621,318,-108,-303,2,1,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,-1,-1,0
378,CN,1,yesno,opinion,no,yes,262,128,568,1011,134,443,1,5,inconsistent,3,neutral,neutral,inconsistent,CN,0,0,0,0,inconsistent,0,inconsistent,0,0,0,0
379,CN,1,yesno,opinion,yes,yes,175,162,654,767,13,113,5,5,consistent,0,positive,neutral,consistent,CN,1,1,0,1,consistent,1,consistent,1,1,0,1
380,CN,1,yesno,opinion,not sure,not sure,78,167,704,249,-89,-455,3,3,consistent,0,positive,positive,consistent,CN,1,1,1,0,consistent,1,consistent,1,1,1,0
381,CN,1,statement,opinion,NA,NA,160,158,671,685,2,14,NA,NA,inconsistent,3,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
382,CN,1,yesno,opinion,yes,not sure,104,127,509,468,-23,-41,5,3,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,inconsistent,0,1,-1,2
383,CN,1,yesno,opinion,not sure,not sure,98,136,452,389,-38,-63,3,3,consistent,0,positive,neutral,consistent,CN,1,1,0,1,consistent,1,consistent,1,1,0,1
384,CN,1,yesno,opinion,probably no,not sure,89,151,503,351,-62,-152,2,3,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
385,CN,1,yesno,opinion,probably yes,no,78,264,1081,286,-186,-795,4,1,inconsistent,3,neutral,neutral,inconsistent,CN,0,0,0,0,consistent,1,inconsistent,0,0,-1,1
386,CN,1,yesno,fact,no,no,146,91,345,563,55,218,1,1,consistent,0,positive,negative,consistent,CN,1,1,-1,2,consistent,1,consistent,1,1,-1,2
387,CN,1,yesno,opinion,yes,probably no,60,137,598,262,-77,-336,5,2,inconsistent,3,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,inconsistent,0,1,-1,2
388,CN,1,yesno,fact,yes,yes,173,276,1101,739,-103,-362,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
389,CN,1,yesno,opinion,probably no,not sure,75,295,988,261,-220,-727,2,3,somewhat consistent,1,positive,positive,consistent,CN,1,1,1,0,consistent,1,consistent,1,1,1,0
390,CN,1,yesno,opinion,not sure,yes,123,119,498,440,4,-58,3,5,somewhat inconsistent,2,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,consistent,1,0,-1,1
391,CN,1,statement,fact,NA,NA,137,46,188,510,91,322,NA,NA,inconsistent,3,neutral,neutral,inconsistent,CN,0,0,0,0,consistent,1,consistent,1,0,0,0
392,CN,1,statement,opinion,NA,NA,360,661,2375,1213,-301,-1162,NA,NA,somewhat consistent,1,positive,positive,consistent,CN,1,1,1,0,consistent,1,consistent,1,1,1,0
393,CN,1,statement,opinion,NA,NA,601,634,2533,2307,-33,-226,NA,NA,somewhat inconsistent,2,negative,negative,inconsistent,CN,0,-1,-1,0,consistent,1,inconsistent,0,-1,0,-1
394,CN,1,yesno,fact,yes,yes,111,154,592,421,-43,-171,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
395,CN,1,yesno,fact,probably yes,yes,51,139,640,214,-88,-426,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
396,CN,1,yesno,fact,probably yes,yes,178,135,538,667,43,129,4,5,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
397,CN,1,yesno,fact,probably yes,probably yes,72,57,281,308,15,27,4,4,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
398,CN,1,yesno,fact,no,no,67,98,288,178,-31,-110,1,1,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,inconsistent,0,0,0,0
399,CN,1,yesno,fact,yes,yes,140,130,569,576,10,7,5,5,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
400,CN,1,yesno,fact,yes,yes,115,147,600,440,-32,-160,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
401,CN,1,yesno,fact,yes,yes,82,200,866,335,-118,-531,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
402,CN,1,yesno,opinion,not sure,not sure,141,142,498,501,-1,3,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
403,CN,1,yesno,fact,not sure,probably yes,52,142,561,204,-90,-357,3,4,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,-1,-1,0
404,CN,1,yesno,fact,probably no,probably yes,76,201,742,310,-125,-432,2,4,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,inconsistent,0,1,-1,2
405,CN,1,yesno,opinion,probably yes,yes,132,159,620,499,-27,-121,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
406,CN,1,yesno,opinion,no,yes,161,139,561,656,22,95,1,5,inconsistent,3,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,inconsistent,0,1,-1,2
407,CN,1,statement,fact,NA,NA,90,103,418,299,-13,-119,NA,NA,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,inconsistent,0,consistent,1,0,-1,1
408,CN,1,statement,fact,NA,NA,73,35,188,277,38,89,NA,NA,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,-1,1
409,CN,1,statement,fact,NA,NA,235,274,1036,1038,-39,2,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
410,CN,1,yesno,opinion,probably no,no,68,239,952,301,-171,-651,2,1,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
411,CN,1,yesno,fact,yes,yes,55,122,521,207,-67,-314,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
412,CN,1,yesno,fact,probably no,yes,40,103,435,132,-63,-303,2,5,inconsistent,3,negative,negative,inconsistent,CN,0,-1,-1,0,inconsistent,0,inconsistent,0,-1,-1,0
413,CN,1,yesno,fact,not sure,not sure,72,103,388,217,-31,-171,3,3,consistent,0,negative,neutral,consistent,CN,1,-1,0,-1,inconsistent,0,consistent,1,0,-1,1
414,CN,1,yesno,opinion,probably yes,not sure,103,134,594,435,-31,-159,4,3,somewhat consistent,1,positive,neutral,consistent,CN,1,1,0,1,consistent,1,inconsistent,0,0,0,0
415,CN,1,yesno,fact,probably yes,probably yes,139,93,379,558,46,179,4,4,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
416,CN,1,yesno,fact,probably yes,yes,72,151,655,260,-79,-395,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
417,CN,1,statement,fact,NA,NA,109,86,363,402,23,39,NA,NA,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
418,CN,1,statement,fact,NA,NA,57,79,308,220,-22,-88,NA,NA,inconsistent,3,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,consistent,1,0,-1,1
419,CN,1,yesno,fact,probably yes,yes,240,297,1116,895,-57,-221,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
420,CN,1,yesno,fact,yes,yes,128,123,497,455,5,-42,5,5,consistent,0,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
421,CN,1,yesno,fact,probably yes,not sure,111,123,480,440,-12,-40,4,3,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
422,CN,1,yesno,opinion,probably no,no,97,164,633,381,-67,-252,2,1,somewhat consistent,1,positive,negative,consistent,CN,1,1,-1,2,consistent,1,consistent,1,1,-1,2
423,CN,1,yesno,opinion,not sure,yes,64,118,509,222,-54,-287,3,5,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,consistent,1,1,-1,2
424,CN,1,yesno,opinion,not sure,not sure,82,187,695,261,-105,-434,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,-1,1
425,CN,1,yesno,opinion,no,no,91,117,504,380,-26,-124,1,1,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
426,CN,1,yesno,fact,yes,yes,94,177,713,392,-83,-321,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
427,CN,1,yesno,fact,yes,yes,103,109,469,393,-6,-76,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
428,CN,1,statement,opinion,NA,NA,93,255,1044,421,-162,-623,NA,NA,inconsistent,3,neutral,negative,inconsistent,CN,0,0,-1,1,consistent,1,inconsistent,0,0,-1,1
429,CN,1,yesno,fact,probably yes,probably yes,142,118,497,560,24,63,4,4,consistent,0,positive,negative,consistent,CN,1,1,-1,2,inconsistent,0,inconsistent,0,1,-1,2
430,CN,1,yesno,fact,probably no,yes,98,96,411,375,2,-36,2,5,inconsistent,3,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
431,CN,1,yesno,opinion,not sure,not sure,112,238,973,399,-126,-574,3,3,consistent,0,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
432,CN,1,yesno,fact,probably yes,probably yes,143,133,542,584,10,42,4,4,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,0,-1,1
433,CN,1,yesno,fact,probably yes,probably yes,69,123,527,270,-54,-257,4,4,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,0,-1
434,CN,1,yesno,opinion,not sure,yes,70,145,543,302,-75,-241,3,5,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,inconsistent,0,consistent,1,1,-1,2
435,CN,1,statement,fact,NA,NA,280,283,843,892,-3,49,NA,NA,somewhat consistent,1,neutral,neutral,consistent,CN,1,0,0,0,consistent,1,consistent,1,0,0,0
436,CN,1,yesno,fact,probably no,probably yes,80,100,358,284,-20,-74,2,4,somewhat inconsistent,2,positive,negative,inconsistent,CN,0,1,-1,2,consistent,1,inconsistent,0,1,-1,2
437,CN,1,yesno,opinion,no,yes,35,151,534,141,-116,-393,1,5,inconsistent,3,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
438,CN,1,statement,opinion,NA,NA,107,96,399,375,11,-24,NA,NA,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
439,CN,1,yesno,fact,probably yes,yes,82,141,575,344,-59,-231,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
440,CN,1,statement,opinion,NA,NA,58,157,590,239,-99,-351,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
441,CN,1,statement,opinion,NA,NA,81,146,580,298,-65,-282,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,inconsistent,0,consistent,1,-1,-1,0
442,CN,1,yesno,fact,probably yes,yes,137,297,1144,499,-160,-645,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
443,CN,1,statement,opinion,NA,NA,90,224,839,366,-134,-473,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,inconsistent,0,inconsistent,0,-1,1,-2
444,CN,1,statement,opinion,NA,NA,90,126,501,361,-36,-140,NA,NA,consistent,0,negative,neutral,consistent,CN,1,-1,0,-1,consistent,1,consistent,1,-1,0,-1
445,CN,1,yesno,fact,probably yes,yes,95,147,590,399,-52,-191,4,5,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
446,CN,1,yesno,fact,probably yes,yes,133,127,495,483,6,-12,4,5,somewhat consistent,1,neutral,negative,consistent,CN,1,0,-1,1,consistent,1,consistent,1,0,-1,1
447,CN,1,statement,fact,NA,NA,78,52,199,319,26,120,NA,NA,somewhat inconsistent,2,neutral,negative,inconsistent,CN,0,0,-1,1,inconsistent,0,inconsistent,0,0,-1,1
448,CN,1,yesno,fact,yes,yes,72,112,475,280,-40,-195,5,5,consistent,0,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
449,CN,1,statement,opinion,NA,NA,77,138,498,335,-61,-163,NA,NA,somewhat consistent,1,negative,negative,consistent,CN,1,-1,-1,0,consistent,1,consistent,1,-1,-1,0
